"Notes"	"Region"	"Region Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Census Region 1: Northeast"	"CENS-R1"	"Jul 28, 1989"	"1989/07/28"	72.90	55.99	81.60
	"Census Region 1: Northeast"	"CENS-R1"	"Jul 29, 1989"	"1989/07/29"	65.35	51.82	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jul 30, 1989"	"1989/07/30"	68.12	52.09	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jul 31, 1989"	"1989/07/31"	71.54	54.47	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 01, 1989"	"1989/08/01"	73.57	53.66	79.70
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 02, 1989"	"1989/08/02"	75.16	53.53	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 03, 1989"	"1989/08/03"	72.36	58.36	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 04, 1989"	"1989/08/04"	74.67	60.70	83.38
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 05, 1989"	"1989/08/05"	73.54	64.03	83.11
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 06, 1989"	"1989/08/06"	80.94	63.21	86.34
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 07, 1989"	"1989/08/07"	76.12	61.83	83.63
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 08, 1989"	"1989/08/08"	64.93	51.38	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 09, 1989"	"1989/08/09"	69.24	47.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 10, 1989"	"1989/08/10"	73.26	55.68	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 11, 1989"	"1989/08/11"	71.86	57.73	80.00
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 12, 1989"	"1989/08/12"	67.14	58.32	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 13, 1989"	"1989/08/13"	73.58	60.27	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 14, 1989"	"1989/08/14"	78.95	63.33	84.78
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 15, 1989"	"1989/08/15"	78.37	64.00	83.23
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 16, 1989"	"1989/08/16"	76.70	61.21	84.02
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 17, 1989"	"1989/08/17"	70.31	55.45	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 18, 1989"	"1989/08/18"	70.54	51.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 19, 1989"	"1989/08/19"	73.65	52.36	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 20, 1989"	"1989/08/20"	66.95	54.44	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 21, 1989"	"1989/08/21"	75.75	60.38	83.32
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 22, 1989"	"1989/08/22"	73.46	59.33	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 23, 1989"	"1989/08/23"	69.75	56.38	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 24, 1989"	"1989/08/24"	64.80	42.90	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 25, 1989"	"1989/08/25"	57.50	38.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 26, 1989"	"1989/08/26"	58.74	43.60	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 27, 1989"	"1989/08/27"	64.95	47.49	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 28, 1989"	"1989/08/28"	67.82	50.05	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 29, 1989"	"1989/08/29"	72.20	54.25	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 30, 1989"	"1989/08/30"	72.70	56.76	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Aug 31, 1989"	"1989/08/31"	62.05	47.34	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 01, 1989"	"1989/09/01"	64.37	45.87	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 02, 1989"	"1989/09/02"	68.34	49.26	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 03, 1989"	"1989/09/03"	58.93	45.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 04, 1989"	"1989/09/04"	62.44	42.85	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 05, 1989"	"1989/09/05"	65.20	44.18	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 06, 1989"	"1989/09/06"	67.86	43.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 07, 1989"	"1989/09/07"	73.86	54.47	80.40
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 08, 1989"	"1989/09/08"	75.60	55.25	82.12
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 09, 1989"	"1989/09/09"	78.30	55.96	83.28
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 10, 1989"	"1989/09/10"	80.94	64.53	85.84
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 11, 1989"	"1989/09/11"	74.95	61.79	83.92
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 12, 1989"	"1989/09/12"	68.90	57.71	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 13, 1989"	"1989/09/13"	68.94	53.62	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 14, 1989"	"1989/09/14"	58.14	50.47	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 15, 1989"	"1989/09/15"	57.91	48.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 16, 1989"	"1989/09/16"	66.46	47.43	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 17, 1989"	"1989/09/17"	59.04	51.30	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 18, 1989"	"1989/09/18"	67.49	50.57	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 19, 1989"	"1989/09/19"	64.62	49.71	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 20, 1989"	"1989/09/20"	66.77	56.59	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 21, 1989"	"1989/09/21"	73.70	57.27	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 22, 1989"	"1989/09/22"	73.09	57.10	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 23, 1989"	"1989/09/23"	71.80	44.19	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 24, 1989"	"1989/09/24"	46.42	35.75	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 25, 1989"	"1989/09/25"	54.62	34.03	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 26, 1989"	"1989/09/26"	56.17	41.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 27, 1989"	"1989/09/27"	43.62	34.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 28, 1989"	"1989/09/28"	49.40	32.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 29, 1989"	"1989/09/29"	59.13	43.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Sep 30, 1989"	"1989/09/30"	49.66	38.45	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 01, 1989"	"1989/10/01"	56.64	37.37	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 02, 1989"	"1989/10/02"	58.68	43.86	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 03, 1989"	"1989/10/03"	66.24	37.36	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 04, 1989"	"1989/10/04"	38.63	33.90	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 05, 1989"	"1989/10/05"	42.26	33.58	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 06, 1989"	"1989/10/06"	49.20	36.18	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 07, 1989"	"1989/10/07"	52.05	40.19	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 08, 1989"	"1989/10/08"	46.97	38.29	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 09, 1989"	"1989/10/09"	45.19	36.97	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 10, 1989"	"1989/10/10"	43.29	34.32	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 11, 1989"	"1989/10/11"	49.03	34.26	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 12, 1989"	"1989/10/12"	54.38	42.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 13, 1989"	"1989/10/13"	59.97	41.30	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 14, 1989"	"1989/10/14"	50.09	38.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 15, 1989"	"1989/10/15"	53.76	39.37	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 16, 1989"	"1989/10/16"	57.76	45.89	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 17, 1989"	"1989/10/17"	52.69	35.96	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 18, 1989"	"1989/10/18"	36.53	32.84	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 19, 1989"	"1989/10/19"	42.12	32.12	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 20, 1989"	"1989/10/20"	52.58	34.28	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 21, 1989"	"1989/10/21"	56.11	40.30	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 22, 1989"	"1989/10/22"	45.27	38.45	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 23, 1989"	"1989/10/23"	48.25	34.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 24, 1989"	"1989/10/24"	53.88	38.73	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 25, 1989"	"1989/10/25"	60.87	39.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 26, 1989"	"1989/10/26"	59.76	43.85	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 27, 1989"	"1989/10/27"	66.78	43.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 28, 1989"	"1989/10/28"	69.68	51.45	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 29, 1989"	"1989/10/29"	63.94	47.94	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 30, 1989"	"1989/10/30"	65.82	46.58	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Oct 31, 1989"	"1989/10/31"	63.69	49.36	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 01, 1989"	"1989/11/01"	58.32	40.54	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 02, 1989"	"1989/11/02"	42.12	35.90	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 03, 1989"	"1989/11/03"	45.50	35.82	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 04, 1989"	"1989/11/04"	38.06	24.27	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 05, 1989"	"1989/11/05"	34.68	24.31	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 06, 1989"	"1989/11/06"	47.28	33.13	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 07, 1989"	"1989/11/07"	47.73	39.11	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 08, 1989"	"1989/11/08"	43.65	38.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 09, 1989"	"1989/11/09"	53.73	39.40	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 10, 1989"	"1989/11/10"	50.49	39.65	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 11, 1989"	"1989/11/11"	45.83	37.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 12, 1989"	"1989/11/12"	40.39	28.36	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 13, 1989"	"1989/11/13"	34.07	26.50	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 14, 1989"	"1989/11/14"	44.05	32.24	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 15, 1989"	"1989/11/15"	52.32	41.86	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 16, 1989"	"1989/11/16"	60.59	48.93	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 17, 1989"	"1989/11/17"	51.70	30.57	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 18, 1989"	"1989/11/18"	37.34	29.30	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 19, 1989"	"1989/11/19"	29.80	24.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 20, 1989"	"1989/11/20"	31.42	24.45	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 21, 1989"	"1989/11/21"	31.06	15.82	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 22, 1989"	"1989/11/22"	21.05	15.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 23, 1989"	"1989/11/23"	18.13	10.61	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 24, 1989"	"1989/11/24"	19.47	6.52	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 25, 1989"	"1989/11/25"	24.51	15.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 26, 1989"	"1989/11/26"	31.29	24.27	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 27, 1989"	"1989/11/27"	28.36	17.60	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 28, 1989"	"1989/11/28"	36.16	19.04	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 29, 1989"	"1989/11/29"	25.83	6.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Nov 30, 1989"	"1989/11/30"	18.74	6.63	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 01, 1989"	"1989/12/01"	16.96	4.51	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 02, 1989"	"1989/12/02"	15.95	0.61	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 03, 1989"	"1989/12/03"	24.56	11.73	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 04, 1989"	"1989/12/04"	14.58	0.19	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 05, 1989"	"1989/12/05"	10.67	-1.86	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 06, 1989"	"1989/12/06"	27.58	2.07	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 07, 1989"	"1989/12/07"	29.21	-1.10	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 08, 1989"	"1989/12/08"	5.77	-6.06	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 09, 1989"	"1989/12/09"	7.88	-8.11	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 10, 1989"	"1989/12/10"	14.58	-3.61	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 11, 1989"	"1989/12/11"	19.29	4.07	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 12, 1989"	"1989/12/12"	9.25	-3.41	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 13, 1989"	"1989/12/13"	5.73	-7.25	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 14, 1989"	"1989/12/14"	3.22	-5.03	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 15, 1989"	"1989/12/15"	6.85	-2.26	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 16, 1989"	"1989/12/16"	19.80	-1.38	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 17, 1989"	"1989/12/17"	19.64	8.79	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 18, 1989"	"1989/12/18"	18.28	5.73	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 19, 1989"	"1989/12/19"	15.25	2.62	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 20, 1989"	"1989/12/20"	12.82	2.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 21, 1989"	"1989/12/21"	10.09	-1.28	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 22, 1989"	"1989/12/22"	1.73	-6.33	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 23, 1989"	"1989/12/23"	4.99	-9.18	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 24, 1989"	"1989/12/24"	8.43	-11.21	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 25, 1989"	"1989/12/25"	16.46	-2.61	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 26, 1989"	"1989/12/26"	25.39	12.79	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 27, 1989"	"1989/12/27"	13.80	-8.11	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 28, 1989"	"1989/12/28"	9.33	-2.56	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 29, 1989"	"1989/12/29"	3.16	-12.49	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 30, 1989"	"1989/12/30"	9.18	-13.30	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Dec 31, 1989"	"1989/12/31"	31.09	0.77	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 01, 1990"	"1990/01/01"	34.95	8.56	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 02, 1990"	"1990/01/02"	24.62	3.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 03, 1990"	"1990/01/03"	30.11	19.53	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 04, 1990"	"1990/01/04"	35.07	22.64	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 05, 1990"	"1990/01/05"	34.76	14.03	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 06, 1990"	"1990/01/06"	26.73	12.98	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 07, 1990"	"1990/01/07"	22.38	4.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 08, 1990"	"1990/01/08"	31.68	20.91	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 09, 1990"	"1990/01/09"	31.22	21.49	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 10, 1990"	"1990/01/10"	34.08	25.17	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 11, 1990"	"1990/01/11"	26.73	15.87	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 12, 1990"	"1990/01/12"	30.62	23.72	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 13, 1990"	"1990/01/13"	24.49	4.29	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 14, 1990"	"1990/01/14"	4.51	-5.55	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 15, 1990"	"1990/01/15"	23.16	-5.43	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 16, 1990"	"1990/01/16"	28.51	20.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 17, 1990"	"1990/01/17"	35.09	21.00	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 18, 1990"	"1990/01/18"	39.50	29.33	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 19, 1990"	"1990/01/19"	29.33	5.32	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 20, 1990"	"1990/01/20"	25.15	4.55	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 21, 1990"	"1990/01/21"	19.08	5.50	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 22, 1990"	"1990/01/22"	22.21	5.01	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 23, 1990"	"1990/01/23"	29.40	19.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 24, 1990"	"1990/01/24"	33.31	22.18	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 25, 1990"	"1990/01/25"	35.30	28.02	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 26, 1990"	"1990/01/26"	37.74	30.37	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 27, 1990"	"1990/01/27"	30.55	23.21	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 28, 1990"	"1990/01/28"	36.31	24.18	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 29, 1990"	"1990/01/29"	31.34	21.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 30, 1990"	"1990/01/30"	27.53	14.74	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Jan 31, 1990"	"1990/01/31"	27.73	10.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 01, 1990"	"1990/02/01"	34.03	18.51	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 02, 1990"	"1990/02/02"	33.39	2.16	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 03, 1990"	"1990/02/03"	4.09	-9.88	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 04, 1990"	"1990/02/04"	12.07	-0.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 05, 1990"	"1990/02/05"	13.46	-5.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 06, 1990"	"1990/02/06"	27.05	5.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 07, 1990"	"1990/02/07"	31.33	9.51	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 08, 1990"	"1990/02/08"	32.53	15.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 09, 1990"	"1990/02/09"	37.01	27.25	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 10, 1990"	"1990/02/10"	36.16	29.28	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 11, 1990"	"1990/02/11"	29.64	15.97	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 12, 1990"	"1990/02/12"	21.97	8.48	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 13, 1990"	"1990/02/13"	30.88	6.82	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 14, 1990"	"1990/02/14"	32.13	3.66	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 15, 1990"	"1990/02/15"	18.18	0.91	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 16, 1990"	"1990/02/16"	23.90	14.96	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 17, 1990"	"1990/02/17"	26.36	-0.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 18, 1990"	"1990/02/18"	13.43	-10.57	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 19, 1990"	"1990/02/19"	31.50	10.63	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 20, 1990"	"1990/02/20"	18.42	-5.99	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 21, 1990"	"1990/02/21"	23.94	-7.58	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 22, 1990"	"1990/02/22"	36.72	21.90	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 23, 1990"	"1990/02/23"	38.41	22.70	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 24, 1990"	"1990/02/24"	22.72	0.73	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 25, 1990"	"1990/02/25"	10.08	-1.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 26, 1990"	"1990/02/26"	3.49	-8.87	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 27, 1990"	"1990/02/27"	22.70	-8.03	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Feb 28, 1990"	"1990/02/28"	21.90	8.61	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 01, 1990"	"1990/03/01"	21.22	7.86	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 02, 1990"	"1990/03/02"	35.21	19.84	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 03, 1990"	"1990/03/03"	33.01	20.50	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 04, 1990"	"1990/03/04"	22.16	12.76	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 05, 1990"	"1990/03/05"	14.10	7.50	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 06, 1990"	"1990/03/06"	13.04	3.56	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 07, 1990"	"1990/03/07"	15.99	-0.67	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 08, 1990"	"1990/03/08"	26.42	1.88	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 09, 1990"	"1990/03/09"	34.69	17.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 10, 1990"	"1990/03/10"	37.76	21.72	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 11, 1990"	"1990/03/11"	39.90	26.69	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 12, 1990"	"1990/03/12"	39.37	25.53	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 13, 1990"	"1990/03/13"	37.98	30.84	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 14, 1990"	"1990/03/14"	39.04	30.17	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 15, 1990"	"1990/03/15"	41.78	33.15	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 16, 1990"	"1990/03/16"	50.53	34.51	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 17, 1990"	"1990/03/17"	51.28	40.11	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 18, 1990"	"1990/03/18"	48.03	32.60	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 19, 1990"	"1990/03/19"	40.21	30.35	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 20, 1990"	"1990/03/20"	41.38	31.81	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 21, 1990"	"1990/03/21"	35.93	26.54	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 22, 1990"	"1990/03/22"	40.12	24.55	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 23, 1990"	"1990/03/23"	45.32	17.83	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 24, 1990"	"1990/03/24"	27.60	15.45	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 25, 1990"	"1990/03/25"	33.04	23.52	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 26, 1990"	"1990/03/26"	37.93	12.20	Missing
	"Census Region 1: Northeast"	"CENS-R1"	"Mar 27, 1990"	"1990/03/27"	17.92	7.66	Missing
